X,Y
255.1887,69.40565
224.7808,250.1096
255,11
385.7028,-44.8514
221.2958,149.3521
184.4228,96.2886
138.9546,-182.4773
188.19,-24.095
331.5051,100.74745
221,190
90.0303,82.98485
260.6627,455.16865
240.465,-7.7325
254.0718,-5.5359
311.61,149.695
373.1228,300.9386
197.2238,59.8881
114.07,195.965
215.5719,118.21405
270.7845,303.60775
186.1466,119.4267
316.7253,179.13735
301.4032,21.2984
315.6849,-2.34245
67.7144,116.6428
205.6507,-20.82535
193.6878,-41.3439
257.4208,21.2896
366.6033,-188.30165
200.532,-121.266
309.0787,3.96065
322.8028,-13.4014
271.932,149.034
407.575,280.7125
297.755,89.1225
414.8595,-174.92975
127.075,-68.5375
200.26,-112.63
244.375,-17.1875
39.8412,-117.9206
133.705,-180.3525
267.835,17.0825
144.5476,413.7262
263.5,7.25
129.0147,239.49265
213.095,380.9525
180.88,164.06
234.09,22.455
96.8898,56.0551
25.5,-60.75
293.454,-135.227
167.11,-39.555
420.75,53.125
252.9345,221.03275
219.6978,282.1511
282.5876,102.7062
297.2382,38.8809
224.2827,-64.64135
4.0171,-97.00855
173.6125,64.19375
247.3228,73.3386
250.24,-187.12
229.9845,130.50775
140.335,68.3325
168.0569,-92.02845
341.6643,81.16785
245.2437,-37.62185
168.3,47.35
75.1434,93.9283
297.7737,262.61315
204.3621,-23.18105
135.8249,227.58755
381.6772,107.1614
263.0155,107.99225
226.1646,153.4177
340.17,-65.085
335.257,69.8715
357.425,-199.7125
151.725,45.6375
142.4192,-68.7096
222.1628,85.9186
38.25,205.875
191.7192,-100.8596
203.83,309.585
297.7737,-44.38685
255,13.5
226.1,61.95
142.4277,341.28615
277.321,33.3395
240.125,-75.0625
348.9709,217.51455
205.7391,-100.36955
88.4,178.8
277.0235,187.48825
293.25,52.375
246.585,-215.2925
300.645,8.1775
315.1375,106.93125
87.0366,-20.0183
14.1236,16.4382
183.1342,-67.0671
216.41,80.295
303.195,335.9025
293.76,3.62
184.96,-80.98
350.4329,128.78355
168.3612,-9.1806
291.04,116.98
225.3537,-138.67685
162.435,-27.7175
157.7719,52.61405
163.2391,-53.61955
165.2434,-46.1217
108.9207,-167.96035
234.6,14.2
145.7937,-188.39685
164.9544,102.5228
205.3345,168.33275
248.4669,121.26655
246.84,161.58
366.6033,-29.30165
344.25,-18.125
182.4015,-66.20075
147.9,19.55
245.5038,-88.2519
141.44,-96.72
187,231.5
287.9477,-4.97385
113.985,-38.9925
276.6852,93.1574
83.7522,170.6239
241.2368,91.8816
226.4859,-0.74295
271.0259,-203.01295
217.6,-116.8
269.79,143.105
231.88,-24.94
54.9661,-50.98305
232.645,-146.8225
194.48,240.26
103.207,-8.6035
144.585,-156.7925
201.96,125.02
335.07,71.965
199.8486,-53.9243
260.1612,-8.5806
297.6428,117.6786
326.4,-23.7
162.18,9.91
313.7265,433.63675
258.06,-26.03
292.74,-172.37
177.3304,62.3348
303.96,122.52
192.2734,229.8633
388.3089,174.34555
233.5647,-147.28235
57.375,121.8125
379.44,88.28
4.2772,-28.1386
272.085,-73.5425
293.6206,84.6897
108.7643,226.61785
309.825,53.0875
58.65,279.675
316.54,86.73
255,181.5
386.835,100.0825
125.307,131.3465
192.185,-17.0925
394.4,262.8
307.53,-8.765
271.4985,71.75075
397.12,-158.56
325.38,-41.19
392.7,63.65
200.43,21.785
353.09,86.955
405.28,167.36
24.99,100.505
65.9107,-147.95535
265.4652,-131.7326
57.375,224.3125
315.0474,-7.0237
176.9462,-63.9731
120.7,-49.35
265.1184,-10.5592
229.33,-141.665
263.9471,-114.47355
3.8148,-39.4074
171.8428,-32.4214
109.2063,-98.60315
301.3913,179.30435
335.3063,244.84685
340.3485,-106.17425
350.7304,-111.3652
324.0013,245.99935
229.5,-29.75
324.207,-11.1035
293.7838,61.6081
353.6,-117.8
287.5873,-191.79365
7.6296,100.6852
108.3852,-80.1926
276.25,215.375
303.1729,-64.08645
298.35,-32.675
352.495,-191.2475
313.497,312.7515
337.8359,-14.91795
352.954,-91.477
412.335,71.8325
380.4906,-31.7453
89.2177,-136.60885
400.554,-165.777
308.2661,-159.13305
244.9411,63.02945
282.9361,-87.96805
271.745,43.6275
378.08,51.46
345.1,-97.55
388.3089,-138.65445
235.62,387.19
193.0571,7.97145
302.94,-131.97
320.6217,-177.31085
332.775,-193.3875
160.2318,132.3841
307.9941,-62.99705
275.655,-25.3275
156.91,-170.455
302.107,-66.0535
405.7271,-178.36355
305.9235,-11.96175
289.646,-57.323
118.6991,-47.84955
55.675,211.6625
179.6985,-71.84925
242.3095,-33.65475
177.225,-201.6125
170.646,-106.823
180.3972,-155.6986
349.843,162.5785
137.7,-18.35
285.6816,-47.3408
299.6539,155.17305
148.07,163.965
281.52,-18.76
245.6517,223.67415
342.8696,230.0652
359.1216,-109.0608
363.6249,-163.81245
229.33,-167.165
293.2959,-25.14795
94.52,-29.26
355.4751,30.26245
355.725,59.6375
206.346,-63.173
240.3171,143.34145
289,284
273.7,62.15
178.5,-18.75
340.3485,289.82575
312.12,124.94
359.6265,97.68675
339.15,35.425
80.9523,156.52385
305.643,-178.8215
260.61,17.695
392.615,185.6925
266.6433,-30.32165
389.895,-57.4475
307.5351,43.23245
263.415,191.7925
276.25,-15.125
370.0662,-142.0331
263.0155,110.99225
178.1923,231.40385
166.9893,-198.99465
211.14,-43.07
322.1007,-56.55035
316.625,142.1875
94.9926,92.0037
341.054,365.973
287.385,56.3075
259.5951,6.20245
313.82,189.59
355.4751,309.76245
197.2238,100.3881
131.835,187.0825
233.954,323.523
342.9937,338.00315
245.854,114.573
361.6155,230.69225
355.2252,60.3874
313.446,130.777
85.9452,50.5274
207.1518,-33.0759
250.6548,-98.3274
263.4541,-44.22705
374.085,-124.5425
237.2962,-61.6481
346.2611,-119.63055
294.4485,-83.22425
317.254,105.873
401.625,442.6875
355.725,76.6375
397.6929,-188.84645
159.12,-84.56
213.18,-110.09
297.5,36.75
51.646,-122.323
148.07,-191.035
267.835,51.5825
171.9618,235.5191
350.455,128.7725
144.7482,329.1259
267.835,280.0825
180.88,65.06
335.07,29.465
114.1329,47.43355
37.995,-70.4975
310.2228,-169.6114
232.2829,-65.64145
373.065,206.4675
320.3837,99.80815
282.1609,180.41955
355.6706,189.1647
290.7765,54.61175
314.415,-139.7075
4.2483,-92.62415
183.3348,-32.6674
237.2962,-59.6481
277.61,-190.305
237.915,204.5425
156.91,122.045
183.3348,-104.1674
359.1216,57.9392
287.1657,-73.58285
198.9,5.05
87.8,94.6
