X,Y
47.6,166.16
-284.58,8.122
-4.2194,84.79746
-204.9707,34.47363
269.4874,113.96134
-116.7033,-213.96703
257.04,194.164
52.7,293.57
-321.3,-117.83
209.1,137.31
-342.9937,-16.80567
107.9568,207.33888
150.28,26.248
-318.24,-208.584
307.53,-33.777
-227.2543,-145.47113
-359.04,195.636
315.52,-51.968
-297.5,-29.75
185.13,32.883
-384.71,-5.261
-356.32,-174.312
19.55,135.405
-71.6839,56.01551
281.554,-176.8986
57.8,163.98
-275.0787,1.07083
144.5476,6.40716
115.6,57.46
257.754,-51.4786
166.345,-90.2105
281.0372,-80.43348
3.9015,-59.51135
128.8821,62.50611
97.7109,11.06019
-240.2066,-168.81406
-342.8696,-99.91736
294.9687,-97.47183
-268.2056,-0.11496
299.6403,160.82373
198.9,-11.01
-346.6521,47.48689
221.3723,134.26493
-386.24,83.116
225.2432,-122.21888
-7.854,250.0686
96.0687,-207.46183
-306,-21.6
309.7162,8.75542
-307.53,108.777
263.755,-138.3795
327.4302,74.31282
-350.7304,52.15736
282.3632,-75.62688
-324.3702,28.43318
263.2161,19.60551
86.0982,-42.98838
-369.0819,244.17371
215.1656,-58.64904
230.146,-0.1314
-263.9471,38.05239
217.005,51.1955
-326.4,-200.74
293.335,-26.5015
-302.3076,72.57684
205.275,197.7525
204.1683,3.24853
261.63,-73.967
-218.11,115.299
335.07,-224.563
140.4931,161.05621
-244.5144,4.06296
213.095,17.2145
135.915,-87.8235
-306.7548,156.07932
405.7271,-215.65439
-260.6015,35.04135
277.2326,-71.00934
101.4832,12.66512
61.625,187.5375
177.0363,-32.83267
238.9673,9.92943
142.8,-120.52
-171.8649,64.67841
159.6759,-63.20831
314.8587,49.62717
140.76,9.816
293.6172,-96.25548
-269.4874,-251.96134
159.12,137.292
-250.24,44.716
170.4522,297.59302
-357.9962,-48.30342
276.8229,-62.14061
-381.6772,213.50948
201.875,-139.1875
250.7568,93.31888
87.72,14.552
-287.4054,-129.83514
297.755,-5.4795
-176.868,-5.8188
235.1304,121.38264
-274.125,-122.2875
250.24,71.784
141.61,68.051
-373.1228,-136.68948
302.94,17.354
-356.9626,-63.73366
379.95,-44.955
75.2913,127.73783
277.4298,-156.18682
-253.47,7.623
266.135,150.4785
270.2711,-43.74399
-322.575,59.3175
316.2595,-31.63355
-244.0979,-131.31189
212.5,149.75
-341.3991,97.25919
194.0873,175.32143
-152.0242,-127.17822
125.5467,-121.99203
162.18,-3.462
-324.4518,8.50662
255,122
103.4994,113.85054
-255.7905,-161.78855
289.34,14.594
-254.0718,-3.33538
243.1,191.21
-277.321,-166.9111
184.7237,63.24867
-110.33,-197.703
215.5719,234.98529
-371.3616,-135.77456
189.6588,104.30708
-309.2436,-36.18076
374.0629,-56.15661
-284.3403,-57.59373
83.3408,133.99328
216.1584,58.45744
-277.2394,50.01546
215.1877,43.83107
296.7741,-117.09669
245.6517,-97.58653
-271.8963,76.70667
250.8265,-36.74385
-296.8591,-183.82681
389.725,152.7475
-284.58,-73.878
426.3039,-211.17351
139.23,32.193
-167.96,65.664
265.625,-55.0625
40.579,-3.5211
118.235,-98.4115
258.06,20.746
161.993,230.2063
-347.82,-0.462
125.868,276.7188
-240.465,-322.5815
195.84,137.244
-341.955,123.7595
107.5641,64.69231
38.25,-93.925
217.9944,-79.19496
-223.9274,97.53466
308.55,55.305
-243.2989,-78.53099
217.5439,321.21049
-343.4901,-80.35891
-260.6219,-15.44029
213.8022,-27.42198
-4.1616,-26.25456
173.6125,27.74875
177.1366,82.07706
242.42,-144.678
-237.915,-117.3765
165.75,191.825
204.1683,-102.75147
-274.329,-14.1039
259.9164,-76.42476
223.38,41.958
90.0303,229.47273
-286.5792,-56.57872
252.2307,-40.00763
173.2079,105.11289
-286.2579,-282.86789
266.6433,16.52103
-285.6816,25.11344
315.52,-76.968
-379.0983,53.68847
273.615,-109.7535
141.525,104.6275
146.608,10.5528
169.6243,42.83813
37.485,333.7635
189.992,-50.9928
-190.74,-235.334
244.0401,-58.13609
-272,26.3
219.3,65.13
194.3406,190.59346
-332.7852,-63.49332
261.375,-56.7375
-356.9626,-125.23366
179.8056,3.17496
119,226.4
-334.8371,-149.64661
283.475,-12.1275
-169.3217,177.88953
330.48,-108.432
-292.4476,-126.29716
121.5228,6.12948
15.7182,-140.64638
157.6155,-24.85395
-242.25,-111.975
362.355,65.8805
-307.53,1.277
167.28,-46.552
-375.6439,-71.42049
176.1557,103.95987
-282.88,-39.908
244.6147,-110.15323
138.125,37.1875
147.3407,19.39337
124.61,32.351
233.835,-57.4515
106.9929,-86.79361
248.88,-43.492
163.2391,-138.41519
-204.6069,-141.35379
165.6837,164.38467
-211.871,-218.8161
256.19,97.429
-346.6521,17.48689
-293.25,15.925
217.2957,-53.06613
149.94,64.554
-226.4859,82.83731
164.56,-60.104
-226.1,-224.01
290.6388,101.42508
-92.565,-20.6915
299.7423,9.23193
120.7017,141.36847
-249.8524,-25.13284
226.4859,8.66269
-250.3369,182.80321
193.8,-102.42
-203.32,-173.512
216.92,115.272
52.3838,33.35458
230.69,-151.621
201.28,133.348
47.175,171.26
-268.77,-94.984
-3.6703,79.43624
-266.6433,40.81464
283.5651,83.14792
-96.0619,-242.15048
238.68,216.056
53.125,252
-314.16,-44.672
205.7,129.94
-319.7836,-85.17312
125.307,175.2544
158.95,25.84
-320.96,-193.232
263.925,45.36
-285.5762,-121.53904
-364.48,126.584
342.635,59.392
-440.3,-32.76
200.43,10.656
-387.345,-60.124
-383.52,-210.684
20.4,145.18
-68.3162,45.15296
289.5984,-150.67872
62.9,192.68
-298.5897,-51.12824
152.0242,27.88064
107.1,50.32
189.6333,38.29336
209.95,-97.96
284.835,-100.368
2.89,-75.812
123.0766,101.03872
106.743,13.6056
-244.7388,-101.70896
-287.4054,-243.07568
274.7999,-41.33992
-337.8359,28.76872
338.6179,98.10568
239.7,49.74
-266.8473,-5.02216
304.1283,75.69736
-318.24,1.592
233.2876,-130.63008
-8.1906,263.05248
110.0274,-214.52192
-261.375,-120.9
290.0863,17.93096
-307.53,78.024
298.265,-134.112
299.5638,170.34896
-342.9937,-20.10504
363.0384,-80.43072
-362.8548,42.28384
265.8222,57.34224
66.7573,-24.90584
-406.2762,237.02096
277.2326,-64.28608
182.4729,72.52168
-277.2394,22.29152
248.285,91.372
-408,-60.6
276.08,16.636
-271.0344,-1.67248
265.965,282.228
180.557,25.5544
231.795,1.564
-237.7399,118.19192
323.595,-181.876
124.2377,113.10984
-319.7496,-0.70032
213.095,10.024
143.65,-90.92
-234.7139,52.77112
359.0247,-163.71976
-269.6659,6.73272
242.0613,-57.64904
106.9198,57.46416
54.825,266.64
137.1033,5.81736
188.8343,136.43256
140.25,-100.7
-168.2082,53.56656
166.9893,-77.59144
274.4922,76.40624
105.06,32.952
263.8587,-32.58696
-297.6428,-256.38576
135.915,188.268
-279.565,43.152
240.6384,237.98928
-254.6311,-244.79512
294.2802,-90.92416
-384.2561,164.40488
205.105,-124.084
306.7293,44.61656
84.32,48.044
-282.3632,-181.10944
326.74,-11.392
-165.0768,4.56144
183.2634,223.38928
-286.875,-98.5
230.69,71.948
120.19,145.348
-252.11,-293.312
229.5,62.9
-351.6348,-33.69216
283.05,54.06
58.8744,136.90048
329.154,-153.3232
-228.48,4.284
318.835,173.932
230.3653,-3.79224
-406.725,157.38
279.1808,18.15536
-179.1222,-168.70224
276.25,89
-359.6418,109.21344
203.1568,239.97456
-140.8093,-184.35256
147.4869,-127.98952
212.67,-12.636
-282.132,-44.2944
267.75,81.8
97.1193,106.30456
-311.8208,-167.04336
283.475,23.22
-228.2964,-136.36288
260.78,242.376
-269.7577,-249.69384
194.446,154.9432
-137.445,-146.544
237.2962,141.66304
-345.5726,-123.04192
187.9027,112.17784
-284.3046,-142.55632
344.4608,103.93136
-284.3403,-135.52776
82.0386,152.86912
210.154,61.8768
-277.2394,69.79152
281.554,12.2568
349.146,-106.8168
182.1499,-41.71992
-339.2894,50.93152
235.5588,-9.94704
-231.1422,-143.08624
297.5,318.5
-287.215,-67.228
423.4428,-173.75424
110.5,61.6
-172.805,66.244
299.625,-32.7
36.89,3.488
130.39,-95.812
217.005,44.896
129.5944,436.82448
-300.39,-56.688
105.9389,266.24888
-242.42,-198.064
180.88,185.296
-266.22,-5.524
110.8485,64.3212
36.72,-88.876
274.5891,-83.17128
-230.6118,60.98944
381.48,46.316
-260.1612,-89.37104
305.8538,154.81696
-243.61,-174.112
-264.9297,-13.05624
308.1267,-119.00136
-3.4102,-27.27184
168.0569,130.05448
215.5719,46.04248
248.285,-132.128
-223.6401,-230.58792
141.44,243.348
154.1679,-28.83432
-301.7619,-48.59048
291.3579,-113.08632
208.08,76.536
93.5748,181.64016
-228.3678,-150.30576
230.1375,-31.11
169.4696,96.42432
-283.679,-266.5568
270.2711,94.28312
-220.2129,-99.32968
246.5,44.3
-314.6258,-35.79936
313.055,-113.944
182.325,100.64
130.9,67.78
192.1408,53.28736
31.875,324.5
250.444,-65.3552
-246.84,-209.528
248.5179,-11.81432
-229.5,31.6
-304.3102,-20.05184
